id,user_id,name,slug,percentage,target_amount,balance,icon,color,description,is_active,created_at,updated_at
2b28071a-e28a-4225-9446-8689ec9d0db0,72ea62e1-6e68-4797-8f11-4dc748a68682,Dự phòng,reserve,5,,757500.00,,,,true,2025-12-10 15:42:06.155351+00,2025-12-27 16:22:45.993027+00
4b517a31-734c-4e45-8176-cf4f54fae895,72ea62e1-6e68-4797-8f11-4dc748a68682,Giáo dục,education,10,,1515000.00,school,#F59E0B,,true,2025-12-04 16:46:56.830968+00,2025-12-27 16:22:45.2633+00
4f2a65bc-22cd-4beb-ae93-dc90fca42641,72ea62e1-6e68-4797-8f11-4dc748a68682,Đầu tư tài chính,financial_freedom,10,,1515000.00,account_balance_wallet,#10B981,,true,2025-12-04 16:46:57.519338+00,2025-12-27 16:22:45.747432+00
84624fcd-4f8b-43d4-a491-81f7d5e50431,72ea62e1-6e68-4797-8f11-4dc748a68682,Quà tặng & từ thiện,give,10,,1515000.00,savings,#3B82F6,,true,2025-12-04 16:46:56.561657+00,2025-12-27 16:22:45.018368+00
bce7f1c8-f1fd-4d61-8bff-2d5ed707ee9a,72ea62e1-6e68-4797-8f11-4dc748a68682,Nhu cầu thiết yếu,necessities,55,,8332500.00,home,#EF4444,,true,2025-12-04 16:46:56.265344+00,2025-12-27 16:22:44.777859+00
dcfcd7c5-a802-41fd-a1af-7a5909177d17,72ea62e1-6e68-4797-8f11-4dc748a68682,Hưởng thụ,play,10,,1515000.00,celebration,#8B5CF6,,true,2025-12-04 16:46:57.10788+00,2025-12-27 16:22:45.500342+00
