id,user_id,role_id,created_at
21bb5261-03e3-4555-9628-96ce336d08ac,641d09d2-6cde-4c81-be15-832e9445fda1,3ce40e73-b046-4b38-af22-056ebb6487f2,2025-12-21 14:50:45.94531+00
daa457ca-e423-4531-8238-eb65adb825cb,7be36feb-6b9b-4572-9fb5-f7fb7187720e,3ce40e73-b046-4b38-af22-056ebb6487f2,2025-12-21 15:47:48.44367+00
